bathroom,cancellation,distance,entertainment,kitchen,length,location,name,price_monthly,price_nightly,price_weekly,rv_details,sleeps,temperature_control,vehicle_type,year
"Shower,Toilet,Bathroom Sink",Flexible,"24.4 miles from San Jose, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",20.0ft,"Livermore, CA","2016 R Pod 179 ""Podzilla""","$2,000",$99,$600,"Year - 2016,Manufacturer - Forest River RV,Make - R Pod,Model - RP-179,Class - Travel Trailer,Sleeps - 4,Slides - 1,Fresh water tank - 30.0 gal,Length - 20.0 ft,Height - 9.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Bathroom Sink,Toilet",Flexible,"7.6 miles from San Jose, CA","CD Player,TV,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",24.0ft,"Los Gatos, CA",2012 Majestic,,$200,,"Year - 2012,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 23A,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 3,Fresh water tank - 40.0 gal,Length - 24.0 ft,Height - 12.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2012
,Strict,"17.3 miles from San Jose, CA",,,22ft,"Morgan Hill, CA",Winter Specials Available Now!,,$120,$805,"Year - 2019,Manufacturer - Coachmen,Make - Catalina Legacy 293QBCK (T3378),Class - Travel Trailer,Sleeps - 8,Length - 22.0 ft",8,,Travel Trailer,2019
,Strict,"17.3 miles from San Jose, CA",,,21.0ft,"Morgan Hill, CA",Winter Specials Available Now!,,$90,$595,"Year - 2019,Manufacturer - Winnebago Industries Towables,Make - Micro Minnie,Model - 2106FBS,Class - Travel Trailer,Sleeps - 4,Slides - 1,Fresh water tank - 31.0 gal,Length - 21.0 ft,Height - 10.0 ft",4,,Travel Trailer,2019
,Strict,"17.3 miles from San Jose, CA",,,24.0ft,"Morgan Hill, CA",Winter Specials Available Now!,,$90,$595,"Year - 2019,Manufacturer - Winnebago,Make - Minnie Winnie,Model - 22M,Class - Class C Motor Home,Sleeps - 5,Number of Bunk Beds - 1,Slides - 1,Length - 24.0 ft,Height - 11.0 ft",5,,Class C Motor Home,2019
,Strict,"17.3 miles from San Jose, CA",,,30ft,"Morgan Hill, CA",Winter Specials Available Now!,"$3,060",$120,$805,"Year - 2019,Manufacturer - Coachmen,Make - Catalina SBX 241RLS (T3717),Class - Travel Trailer,Sleeps - 5,Length - 30.0 ft",5,,Travel Trailer,2019
,Strict,"17.3 miles from San Jose, CA",,,25ft,"Morgan Hill, CA",Winter Specials Available Now!,,$165,"$1,120","Year - 2019,Manufacturer - Coachmen,Make - Prism 2200FS,Class - Class B Camping Van,Sleeps - 5,Length - 25.0 ft",5,,Class B Camping Van,2019
,Strict,"17.3 miles from San Jose, CA",,,32.0ft,"Morgan Hill, CA",Winter Specials Available Now!,,$140,,"Year - 2019,Manufacturer - Winnebago,Make - Minnie Winnie,Model - 27BHSS,Class - Travel Trailer,Sleeps - 7,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Length - 32.0 ft",7,,Travel Trailer,2019
"Toilet,Shower,Bathroom Sink",Standard,"6.5 miles from San Jose, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",28ft,"San Jose, CA",The Cruztastic Cruiser,"$4,000",$160,"$1,000","Year - 2018,Manufacturer - Cruiser rv,Make - Shadow Cruiser 280 qbs,Class - Travel Trailer,Sleeps - 8,Length - 28.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
,Flexible,"33.3 miles from San Jose, CA",,Range (Stove),12.0ft,"Alameda, CA",American Teardrop Trailer,"$2,000",$90,$560,"Year - 2018,Manufacturer - American Teardrop,Make - American Teardrop,Model - Merlin,Class - Travel Trailer,Sleeps - 2,Length - 12.0 ft",2,,Travel Trailer,2018
,Strict,"17.3 miles from San Jose, CA",,,29ft,"Morgan Hill, CA",Winter specials available now!!,,$225,"$1,330","Year - 2020,Class - Class A Motor Home,Sleeps - 6,Length - 29.0 ft",6,,Class A Motor Home,2020
"Toilet,Shower,Bathroom Sink",Strict,"17.3 miles from San Jose, CA","TV,DVD Player,AM/FM Radio,CD Player","Kitchen Sink,Range (Stove),Refrigerator,Microwave",31ft,"Morgan Hill, CA",Winter Specials Available Now!,,$225,,"Year - 2020,Manufacturer - Thor,Make - Motor Coach ACE 32.3,Class - Class A Motor Home,Sleeps - 7,Length - 31.0 ft",7,Roof Air Conditioning,Class A Motor Home,2020
,Strict,"17.3 miles from San Jose, CA",,,24ft,"Morgan Hill, CA",2020 Thor Motor Coach Four Winds 22E (C5...,,$140,$875,"Year - 2020,Manufacturer - Thor Motor Coach,Make - Four Winds 22E (C5435),Class - Class C Motor Home,Sleeps - 5,Length - 24.0 ft",5,,Class C Motor Home,2020
,Strict,"17.3 miles from San Jose, CA",,,24ft,"Morgan Hill, CA",2020 Thor Motor Coach Four Winds 22E (C7...,,$140,,"Year - 2020,Manufacturer - Thor Motor Coach,Make - Four Winds 22E (C7043),Class - Class C Motor Home,Sleeps - 5,Length - 24.0 ft",5,,Class C Motor Home,2020
,Standard,"17.3 miles from San Jose, CA",,,25ft,"Morgan Hill, CA",Winter Specials Available Now!,,$165,"$1,120","Year - 2020,Manufacturer - Coachmen,Make - Prism 2200FS (B1313),Class - Class B Camping Van,Sleeps - 5,Length - 25.0 ft",5,,Class B Camping Van,2020
,Strict,"17.3 miles from San Jose, CA",,,25ft,"Morgan Hill, CA",Winter Specials Available Now!,,$165,"$1,120","Year - 2020,Manufacturer - Coachmen,Make - Prism 2200FS,Class - Class B Camping Van,Sleeps - 5,Length - 25.0 ft",5,,Class B Camping Van,2020
"Shower,Toilet,Bathroom Sink",Standard,"17.6 miles from San Jose, CA","TV,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",26ft,"Morgan Hill, CA",2008 Forest River Flagstaff Super Lite,"$2,270",$89,$561,"Year - 2008,Manufacturer - Forest River,Make - Flagstaff super lite,Class - Travel Trailer,Sleeps - 4,Fresh water tank - 31.0 gal,Length - 26.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2008
"Shower,Toilet,Bathroom Sink",Standard,"73.0 miles from San Jose, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",29.0ft,"Galt, CA",2018 Trail Runner WE WILL TOW AND SET UP...,"$3,035",$125,$750,"Year - 2018,Manufacturer - Heartland,Make - Trail Runner,Model - 29MSB,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 70.0 gal,Length - 29.0 ft,Height - 11.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Toilet,Bathroom Sink,Shower",Standard,"11.5 miles from San Jose, CA","CD Player,iPod Docking Station,DVD Player,AM/FM Radio","Microwave,Range (Stove),Kitchen Sink,Refrigerator,Slide Out",31ft,"Coyote, CA",31′ Four Winds Hurricane 31H,,$349,"$1,650","Year - 2007,Class - Class A Motor Home,Sleeps - 5,Fresh water tank - 52.0 gal,Length - 31.0 ft",5,"In Dash Air Conditioning,Hot & Cold Water Supply,Roof Air Conditioning",Class A Motor Home,2007
"Shower,Toilet,Bathroom Sink",Standard,"8.5 miles from San Jose, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",23.0ft,"Monte Sereno, CA",2014 Lance (1995 Model),"$3,000",$120,$750,"Year - 2014,Manufacturer - Lance,Make - Lance Travel Trailers,Model - 1995,Class - Travel Trailer,Sleeps - 4,Slides - 1,Fresh water tank - 30.0 gal,Length - 23.0 ft,Height - 9.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2014
"Shower,Toilet,Bathroom Sink",Strict,"33.8 miles from San Jose, CA","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",23.0ft,"Aromas, CA",Pet Friendly and ready for adventure wit...,"$5,300",$205,"$1,280","Year - 2018,Manufacturer - Forest River RV,Make - Forester LE,Model - 2251SLE Ford,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 2,Slides - 1,Fresh water tank - 32.0 gal,Length - 23.0 ft,Height - 11.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
"Shower,Toilet,Bathroom Sink",Strict,"20.3 miles from San Jose, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Slide Out,Range (Stove)",25.0ft,"Union City, CA",2019 Mercedes Entegra Coach 24L Qwest MH...,,$289,,"Year - 2019,Manufacturer - Entegra Coach,Make - Qwest,Model - 24L,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 1,Slides - 1,Fresh water tank - 38.0 gal,Length - 25.0 ft,Height - 10.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2019
"Shower,Toilet,Bathroom Sink",Standard,"36.5 miles from San Jose, CA","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink",24.0ft,"Tracy, CA",Thor Four Winds,"$4,000",$155,"$1,000","Year - 2018,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 23U,Class - Class C Motor Home,Sleeps - 4,Total Number of Beds - 3,Number of Bunk Beds - 1,Fresh water tank - 40.0 gal,Length - 24.0 ft,Height - 10.0 ft",4,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
"Shower,Toilet,Bathroom Sink",Standard,"60.9 miles from San Jose, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",27.0ft,"Fairfield, CA",2019 26' Coachmen Leprechaun,"$7,000",$250,"$1,750","Year - 2019,Manufacturer - Coachmen RV,Make - Leprechaun,Model - 260DS Ford 450,Class - Class C Motor Home,Sleeps - 7,Total Number of Beds - 2,Number of Bunk Beds - 2,Slides - 1,Length - 27.0 ft,Height - 10.0 ft",7,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2019
,Strict,"17.3 miles from San Jose, CA",,,26ft,"Morgan Hill, CA",Winter Specials Available Now!,,$250,,"Year - 2017,Manufacturer - Airstream,Make - Flying Cloud 26U (T6600),Class - Travel Trailer,Sleeps - 3,Length - 26.0 ft",3,,Travel Trailer,2017
,Strict,"17.3 miles from San Jose, CA",,,25ft,"Morgan Hill, CA",Winter Specials Available Now!,,$200,,"Year - 2017,Manufacturer - Thor Motor Coach,Make - Citation 24SS (B0944),Class - Class B Camping Van,Sleeps - 5,Length - 25.0 ft",5,,Class B Camping Van,2017
"Shower,Bathroom Sink,Toilet",Standard,"42.1 miles from San Jose, CA","CD Player,iPod Docking Station,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",33.0ft,"Brentwood, CA","Camping, Festivals, Road trips and more!...","$2,800",$130,$700,"Year - 2018,Manufacturer - Heartland,Make - Trail Runner,Model - 27RKS,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Slides - 1,Length - 33.0 ft,Height - 11.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Strict,"7.5 miles from San Jose, CA","CD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",28ft,"San Jose, CA",JG Betty---- 2012 Winnebago 24' Chalet 2...,"$5,000",$165,"$1,140","Year - 2012,Manufacturer - Winnebago,Make - chalet,Class - Class C Motor Home,Sleeps - 5,Fresh water tank - 31.0 gal,Length - 28.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2012
,Strict,"15.0 miles from San Jose, CA",,,32ft,"Morgan Hill, CA",Winter specials available now!!,,$195,"$1,330","Year - 2018,Class - Class A Motor Home,Sleeps - 6,Length - 32.0 ft",6,,Class A Motor Home,2018
"Shower,Toilet,Bathroom Sink",Standard,"78.7 miles from San Jose, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",30.0ft,"Elk Grove, CA",Rusty's RV Adventures,"$5,850",$195,"$1,365","Year - 2020,Manufacturer - Winnebago,Make - Minnie Winnie,Model - 31K,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 4,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 50.0 gal,Length - 30.0 ft,Height - 11.5 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2020
"Shower,Toilet,Bathroom Sink",Standard,"12.7 miles from San Jose, CA","DVD Player,TV,iPod Docking Station,CD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",34ft,"Fremont, CA",Camping or Glamping. Do it big or stay s...,"$3,000",$109,$780,"Year - 2018,Manufacturer - Hideout,Make - Passport,Class - Travel Trailer,Sleeps - 10,Fresh water tank - 38.0 gal,Length - 34.0 ft",10,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"26.3 miles from San Jose, CA",AM/FM Radio,"Kitchen Sink,Refrigerator,Microwave,Range (Stove),Slide Out",25.0ft,"Santa Cruz, CA",2006 Forest River WILDWOOD 250 RS,"$2,250",$85,$560,"Year - 2006,Manufacturer - Forest River RV,Make - Wildwood,Model - 25RKS,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 6,Number of Bunk Beds - 4,Length - 25.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2006
"Shower,Bathroom Sink,Toilet",Flexible,"90.2 miles from San Jose, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",21.0ft,"Sacramento, CA",2018 Winnebago Travato,"$5,100",$200,"$1,260","Year - 2018,Manufacturer - Winnebago,Make - Travato,Model - 59G,Class - Class B Camping Van,Sleeps - 4,Total Number of Beds - 2,Fresh water tank - 36.0 gal,Length - 21.0 ft,Height - 10.0 ft",4,"Roof Air Conditioning,In Dash Air Conditioning",Class B Camping Van,2018
"Shower,Bathroom Sink,Toilet",Standard,"42.4 miles from San Jose, CA","CD Player,iPod Docking Station,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",22.0ft,"Brentwood, CA",Brand New 2020 Keystone RV Springdale 22...,"$3,300",$130,$840,"Year - 2020,Manufacturer - Keystone RV,Make - Springdale,Model - 220BHWE,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 4,Number of Bunk Beds - 2,Fresh water tank - 60.0 gal,Length - 22.0 ft,Height - 11.0 ft",8,Hot & Cold Water Supply,Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Flexible,"24.9 miles from San Jose, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink",25ft,"Hayward, CA","Harvey - our beloved Class C, 23' 2017 R...",,$200,,"Year - 2017,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 23U,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 3,Fresh water tank - 40.0 gal,Length - 25.0 ft,Height - 11.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2017
"Shower,Bathroom Sink,Toilet",Standard,"70.6 miles from San Jose, CA","CD Player,iPod Docking Station,DVD Player,TV,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",32.0ft,"Vacaville, CA",The ideal Camper Van for your rental !,,$190,,"Year - 2017,Manufacturer - Winnebago,Make - Minnie Winnie,Model - 31G,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 6,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 40.0 gal,Length - 32.0 ft,Height - 11.0 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2017
"Shower,Toilet,Bathroom Sink",Strict,"11.9 miles from San Jose, CA","iPod Docking Station,TV,DVD Player,AM/FM Radio","Range (Stove),Kitchen Sink,Refrigerator,Microwave,Slide Out",25.0ft,"Fremont, CA",WINNIE VIEW,"$9,100",$335,"$2,345","Year - 2019,Manufacturer - Winnebago,Make - View,Model - 24J,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 41.0 gal,Length - 25.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2019
"Shower,Toilet,Bathroom Sink",Standard,"11.5 miles from San Jose, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",31ft,"Coyote, CA",31′ Jayco Octane Toy Hauler 31B,,$260,"$1,720","Year - 2015,Class - Toy Hauler,Sleeps - 10,Fresh water tank - 102.0 gal,Length - 31.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2015
,Strict,"17.3 miles from San Jose, CA",,,32.0ft,"Morgan Hill, CA",Winter Specials Available Now!,,$160,,"Year - 2019,Manufacturer - Winnebago,Make - Minnie Winnie,Model - 27BHSS,Class - Travel Trailer,Sleeps - 7,Length - 32.0 ft",7,,Travel Trailer,2019
,Strict,"17.3 miles from San Jose, CA",,,30ft,"Morgan Hill, CA",Winter Specials Available Now!,,$289,"$1,821","Year - 2018,Manufacturer - Forest River,Make - FR3 29DS (A12928),Class - Class A Motor Home,Sleeps - 6,Fresh water tank - 50.0 gal,Length - 30.0 ft",6,Roof Air Conditioning,Class A Motor Home,2018
"Shower,Toilet,Bathroom Sink",Standard,"11.5 miles from San Jose, CA",TV,"Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",35.0ft,"San Jose, CA",30′ Jayco Octane Toy Hauler 30F,"$5,580",$280,"$1,860","Year - 2016,Manufacturer - Jayco,Make - Octane,Model - T30F,Class - Toy Hauler,Sleeps - 8,Slides - 1,Length - 35.0 ft,Height - 12.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2016
"Shower,Toilet,Bathroom Sink",Standard,"98.6 miles from San Jose, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",24.0ft,"Fair Oaks, CA",2019 Grand Design 21BHE,"$3,290",$100,$813,"Year - 2019,Manufacturer - Grand Design,Make - Imagine XLS,Model - 21BHE,Class - Travel Trailer,Sleeps - 7,Total Number of Beds - 2,Fresh water tank - 37.0 gal,Length - 24.0 ft,Height - 10.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"66.2 miles from San Jose, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",37.0ft,"Oakdale, CA",2018 heritage glen 300bh,,$120,$720,"Year - 2018,Manufacturer - Forest River RV,Make - Heritage Glen LTZ,Model - 300BH,Class - Travel Trailer,Sleeps - 8,Slides - 3,Length - 37.0 ft,Height - 11.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"20.2 miles from San Jose, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Microwave,Refrigerator,Kitchen Sink,Range (Stove)",23.0ft,"Brookdale, CA",2013 Coachman Leperchaun,"$4,500",$179,"$1,175","Year - 2013,Manufacturer - Coachmen RV,Make - Leprechaun,Model - 210QB Ford 350,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 1,Length - 23.0 ft,Height - 10.0 ft",6,"Hot & Cold Water Supply,In Dash Air Conditioning,Roof Air Conditioning",Class C Motor Home,2013
"Bathroom Sink,Toilet,Shower",Standard,"35.8 miles from San Jose, CA","DVD Player,AM/FM Radio,CD Player,TV","Slide Out,Range (Stove),Microwave,Kitchen Sink,Refrigerator",36.0ft,"Aromas, CA",Bug & Heath's Family RV,"$6,095",$239,"$1,506","Year - 2008,Manufacturer - Fleetwood RV,Make - Fiesta Premium,Model - 34B,Class - Class A Motor Home,Sleeps - 8,Number of Bunk Beds - 1,Slides - 2,Fresh water tank - 80.0 gal,Length - 36.0 ft,Height - 12.5 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2008
"Shower,Bathroom Sink,Toilet",Strict,"7.6 miles from San Jose, CA","CD Player,iPod Docking Station,TV,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",32.0ft,"San Jose, CA",2010 Jamboree Sport! Sleeps 8!,"$6,000",$225,"$1,400","Year - 2010,Manufacturer - Fleetwood RV,Make - Jamboree Sport,Model - 31M,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 4,Slides - 2,Fresh water tank - 35.0 gal,Length - 32.0 ft,Height - 12.0 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2010
"Toilet,Shower",Standard,"71.4 miles from San Jose, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Microwave,Kitchen Sink,Range (Stove)",21.0ft,"Atwater, CA",2014 Wildwood by Forest River 195bh,"$2,400",$100,$600,"Year - 2014,Manufacturer - Forest River RV,Make - Wildwood X Lite FS,Model - 195BH,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 2,Length - 21.0 ft,Height - 10.0 ft",6,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2014
"Bathroom Sink,Toilet,Shower",Standard,"1.4 miles from San Jose, CA","TV,CD Player,AM/FM Radio","Range (Stove),Microwave,Kitchen Sink,Refrigerator,Slide Out",28.0ft,"San Jose, CA",Brasil’s Family RV ,"$6,222",$244,"$1,537","Year - 2019,Manufacturer - Jayco,Make - Redhawk,Model - 26XD,Class - Class C Motor Home,Sleeps - 6,Number of Bunk Beds - 1,Slides - 2,Length - 28.0 ft,Height - 11.0 ft",6,"Hot & Cold Water Supply,Roof Air Conditioning,In Dash Air Conditioning",Class C Motor Home,2019
"Shower,Toilet,Bathroom Sink",Standard,"46.0 miles from San Jose, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",23.0ft,"Concord, CA",2018 Winnebago Minnie Winnie,"$3,990",$159,"$1,002","Year - 2018,Manufacturer - Winnebago,Make - Minnie Winnie,Model - 22R,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Fresh water tank - 40.0 gal,Length - 23.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
